city_name,DOY,risk_type,window_days,probability
Dera Ghazi Khan,347,frost,90,0.12
Dera Ghazi Khan,347,heat_stress,90,0.0
Dera Ghazi Khan,347,heavy_rain,90,0.0
Dera Ghazi Khan,348,frost,15,0.0
Dera Ghazi Khan,348,heat_stress,15,0.0
Dera Ghazi Khan,348,heavy_rain,15,0.0
Dera Ghazi Khan,348,frost,30,0.08
Dera Ghazi Khan,348,heat_stress,30,0.0
Dera Ghazi Khan,348,heavy_rain,30,0.0
Dera Ghazi Khan,348,frost,45,0.12
Dera Ghazi Khan,348,heat_stress,45,0.0
Dera Ghazi Khan,348,heavy_rain,45,0.0
Dera Ghazi Khan,348,frost,60,0.12
Dera Ghazi Khan,348,heat_stress,60,0.0
Dera Ghazi Khan,348,heavy_rain,60,0.0
Dera Ghazi Khan,348,frost,90,0.12
Dera Ghazi Khan,348,heat_stress,90,0.0
Dera Ghazi Khan,348,heavy_rain,90,0.0
Dera Ghazi Khan,349,frost,15,0.0
Dera Ghazi Khan,349,heat_stress,15,0.0
Dera Ghazi Khan,349,heavy_rain,15,0.0
Dera Ghazi Khan,349,frost,30,0.08
Dera Ghazi Khan,349,heat_stress,30,0.0
Dera Ghazi Khan,349,heavy_rain,30,0.0
Dera Ghazi Khan,349,frost,45,0.12
Dera Ghazi Khan,349,heat_stress,45,0.0
Dera Ghazi Khan,349,heavy_rain,45,0.0
Dera Ghazi Khan,349,frost,60,0.12
Dera Ghazi Khan,349,heat_stress,60,0.0
Dera Ghazi Khan,349,heavy_rain,60,0.0
Dera Ghazi Khan,349,frost,90,0.12
Dera Ghazi Khan,349,heat_stress,90,0.0
Dera Ghazi Khan,349,heavy_rain,90,0.0
Dera Ghazi Khan,350,frost,15,0.0
Dera Ghazi Khan,350,heat_stress,15,0.0
Dera Ghazi Khan,350,heavy_rain,15,0.0
Dera Ghazi Khan,350,frost,30,0.08
Dera Ghazi Khan,350,heat_stress,30,0.0
Dera Ghazi Khan,350,heavy_rain,30,0.0
Dera Ghazi Khan,350,frost,45,0.12
Dera Ghazi Khan,350,heat_stress,45,0.0
Dera Ghazi Khan,350,heavy_rain,45,0.0
Dera Ghazi Khan,350,frost,60,0.12
Dera Ghazi Khan,350,heat_stress,60,0.0
Dera Ghazi Khan,350,heavy_rain,60,0.0
Dera Ghazi Khan,350,frost,90,0.12
Dera Ghazi Khan,350,heat_stress,90,0.0
Dera Ghazi Khan,350,heavy_rain,90,0.0
Dera Ghazi Khan,351,frost,15,0.04
Dera Ghazi Khan,351,heat_stress,15,0.0
Dera Ghazi Khan,351,heavy_rain,15,0.0
Dera Ghazi Khan,351,frost,30,0.08
Dera Ghazi Khan,351,heat_stress,30,0.0
Dera Ghazi Khan,351,heavy_rain,30,0.0
Dera Ghazi Khan,351,frost,45,0.12
Dera Ghazi Khan,351,heat_stress,45,0.0
Dera Ghazi Khan,351,heavy_rain,45,0.0
Dera Ghazi Khan,351,frost,60,0.12
Dera Ghazi Khan,351,heat_stress,60,0.0
Dera Ghazi Khan,351,heavy_rain,60,0.0
Dera Ghazi Khan,351,frost,90,0.12
Dera Ghazi Khan,351,heat_stress,90,0.0
Dera Ghazi Khan,351,heavy_rain,90,0.0
Dera Ghazi Khan,352,frost,15,0.04
Dera Ghazi Khan,352,heat_stress,15,0.0
Dera Ghazi Khan,352,heavy_rain,15,0.0
Dera Ghazi Khan,352,frost,30,0.08
Dera Ghazi Khan,352,heat_stress,30,0.0
Dera Ghazi Khan,352,heavy_rain,30,0.0
Dera Ghazi Khan,352,frost,45,0.12
Dera Ghazi Khan,352,heat_stress,45,0.0
Dera Ghazi Khan,352,heavy_rain,45,0.0
Dera Ghazi Khan,352,frost,60,0.12
Dera Ghazi Khan,352,heat_stress,60,0.0
Dera Ghazi Khan,352,heavy_rain,60,0.0
Dera Ghazi Khan,352,frost,90,0.12
Dera Ghazi Khan,352,heat_stress,90,0.04
Dera Ghazi Khan,352,heavy_rain,90,0.0
Dera Ghazi Khan,353,frost,15,0.04
Dera Ghazi Khan,353,heat_stress,15,0.0
Dera Ghazi Khan,353,heavy_rain,15,0.0
Dera Ghazi Khan,353,frost,30,0.08
Dera Ghazi Khan,353,heat_stress,30,0.0
Dera Ghazi Khan,353,heavy_rain,30,0.0
Dera Ghazi Khan,353,frost,45,0.12
Dera Ghazi Khan,353,heat_stress,45,0.0
Dera Ghazi Khan,353,heavy_rain,45,0.0
Dera Ghazi Khan,353,frost,60,0.12
Dera Ghazi Khan,353,heat_stress,60,0.0
Dera Ghazi Khan,353,heavy_rain,60,0.0
Dera Ghazi Khan,353,frost,90,0.12
Dera Ghazi Khan,353,heat_stress,90,0.04
Dera Ghazi Khan,353,heavy_rain,90,0.0
Dera Ghazi Khan,354,frost,15,0.04
Dera Ghazi Khan,354,heat_stress,15,0.0
Dera Ghazi Khan,354,heavy_rain,15,0.0
Dera Ghazi Khan,354,frost,30,0.08
Dera Ghazi Khan,354,heat_stress,30,0.0
Dera Ghazi Khan,354,heavy_rain,30,0.0
Dera Ghazi Khan,354,frost,45,0.12
Dera Ghazi Khan,354,heat_stress,45,0.0
Dera Ghazi Khan,354,heavy_rain,45,0.0
Dera Ghazi Khan,354,frost,60,0.12
Dera Ghazi Khan,354,heat_stress,60,0.0
Dera Ghazi Khan,354,heavy_rain,60,0.0
Dera Ghazi Khan,354,frost,90,0.12
Dera Ghazi Khan,354,heat_stress,90,0.04
Dera Ghazi Khan,354,heavy_rain,90,0.0
Dera Ghazi Khan,355,frost,15,0.04
Dera Ghazi Khan,355,heat_stress,15,0.0
Dera Ghazi Khan,355,heavy_rain,15,0.0
Dera Ghazi Khan,355,frost,30,0.08
Dera Ghazi Khan,355,heat_stress,30,0.0
Dera Ghazi Khan,355,heavy_rain,30,0.0
Dera Ghazi Khan,355,frost,45,0.12
Dera Ghazi Khan,355,heat_stress,45,0.0
Dera Ghazi Khan,355,heavy_rain,45,0.0
Dera Ghazi Khan,355,frost,60,0.12
Dera Ghazi Khan,355,heat_stress,60,0.0
Dera Ghazi Khan,355,heavy_rain,60,0.0
Dera Ghazi Khan,355,frost,90,0.12
Dera Ghazi Khan,355,heat_stress,90,0.04
Dera Ghazi Khan,355,heavy_rain,90,0.0
Dera Ghazi Khan,356,frost,15,0.04
Dera Ghazi Khan,356,heat_stress,15,0.0
Dera Ghazi Khan,356,heavy_rain,15,0.0
Dera Ghazi Khan,356,frost,30,0.08
Dera Ghazi Khan,356,heat_stress,30,0.0
Dera Ghazi Khan,356,heavy_rain,30,0.0
Dera Ghazi Khan,356,frost,45,0.12
Dera Ghazi Khan,356,heat_stress,45,0.0
Dera Ghazi Khan,356,heavy_rain,45,0.0
Dera Ghazi Khan,356,frost,60,0.12
Dera Ghazi Khan,356,heat_stress,60,0.0
Dera Ghazi Khan,356,heavy_rain,60,0.0
Dera Ghazi Khan,356,frost,90,0.12
Dera Ghazi Khan,356,heat_stress,90,0.08
Dera Ghazi Khan,356,heavy_rain,90,0.0
Dera Ghazi Khan,357,frost,15,0.08
Dera Ghazi Khan,357,heat_stress,15,0.0
Dera Ghazi Khan,357,heavy_rain,15,0.0
Dera Ghazi Khan,357,frost,30,0.08
Dera Ghazi Khan,357,heat_stress,30,0.0
Dera Ghazi Khan,357,heavy_rain,30,0.0
Dera Ghazi Khan,357,frost,45,0.12
Dera Ghazi Khan,357,heat_stress,45,0.0
Dera Ghazi Khan,357,heavy_rain,45,0.0
Dera Ghazi Khan,357,frost,60,0.12
Dera Ghazi Khan,357,heat_stress,60,0.0
Dera Ghazi Khan,357,heavy_rain,60,0.0
Dera Ghazi Khan,357,frost,90,0.12
Dera Ghazi Khan,357,heat_stress,90,0.08
Dera Ghazi Khan,357,heavy_rain,90,0.0
Dera Ghazi Khan,358,frost,15,0.08
Dera Ghazi Khan,358,heat_stress,15,0.0
Dera Ghazi Khan,358,heavy_rain,15,0.0
Dera Ghazi Khan,358,frost,30,0.08
Dera Ghazi Khan,358,heat_stress,30,0.0
Dera Ghazi Khan,358,heavy_rain,30,0.0
Dera Ghazi Khan,358,frost,45,0.12
Dera Ghazi Khan,358,heat_stress,45,0.0
Dera Ghazi Khan,358,heavy_rain,45,0.0
Dera Ghazi Khan,358,frost,60,0.12
Dera Ghazi Khan,358,heat_stress,60,0.0
Dera Ghazi Khan,358,heavy_rain,60,0.0
Dera Ghazi Khan,358,frost,90,0.12
Dera Ghazi Khan,358,heat_stress,90,0.08
Dera Ghazi Khan,358,heavy_rain,90,0.0
Dera Ghazi Khan,359,frost,15,0.08
Dera Ghazi Khan,359,heat_stress,15,0.0
Dera Ghazi Khan,359,heavy_rain,15,0.0
Dera Ghazi Khan,359,frost,30,0.08
Dera Ghazi Khan,359,heat_stress,30,0.0
Dera Ghazi Khan,359,heavy_rain,30,0.0
Dera Ghazi Khan,359,frost,45,0.12
Dera Ghazi Khan,359,heat_stress,45,0.0
Dera Ghazi Khan,359,heavy_rain,45,0.0
Dera Ghazi Khan,359,frost,60,0.12
Dera Ghazi Khan,359,heat_stress,60,0.0
Dera Ghazi Khan,359,heavy_rain,60,0.0
Dera Ghazi Khan,359,frost,90,0.12
Dera Ghazi Khan,359,heat_stress,90,0.08
Dera Ghazi Khan,359,heavy_rain,90,0.0
Dera Ghazi Khan,360,frost,15,0.08
Dera Ghazi Khan,360,heat_stress,15,0.0
Dera Ghazi Khan,360,heavy_rain,15,0.0
Dera Ghazi Khan,360,frost,30,0.12
Dera Ghazi Khan,360,heat_stress,30,0.0
Dera Ghazi Khan,360,heavy_rain,30,0.0
Dera Ghazi Khan,360,frost,45,0.12
Dera Ghazi Khan,360,heat_stress,45,0.0
Dera Ghazi Khan,360,heavy_rain,45,0.0
Dera Ghazi Khan,360,frost,60,0.12
Dera Ghazi Khan,360,heat_stress,60,0.0
Dera Ghazi Khan,360,heavy_rain,60,0.0
Dera Ghazi Khan,360,frost,90,0.12
Dera Ghazi Khan,360,heat_stress,90,0.08
Dera Ghazi Khan,360,heavy_rain,90,0.0
Dera Ghazi Khan,361,frost,15,0.08
Dera Ghazi Khan,361,heat_stress,15,0.0
Dera Ghazi Khan,361,heavy_rain,15,0.0
Dera Ghazi Khan,361,frost,30,0.12
Dera Ghazi Khan,361,heat_stress,30,0.0
Dera Ghazi Khan,361,heavy_rain,30,0.0
Dera Ghazi Khan,361,frost,45,0.12
Dera Ghazi Khan,361,heat_stress,45,0.0
Dera Ghazi Khan,361,heavy_rain,45,0.0
Dera Ghazi Khan,361,frost,60,0.12
Dera Ghazi Khan,361,heat_stress,60,0.0
Dera Ghazi Khan,361,heavy_rain,60,0.0
Dera Ghazi Khan,361,frost,90,0.12
Dera Ghazi Khan,361,heat_stress,90,0.08
Dera Ghazi Khan,361,heavy_rain,90,0.0
Dera Ghazi Khan,362,frost,15,0.08
Dera Ghazi Khan,362,heat_stress,15,0.0
Dera Ghazi Khan,362,heavy_rain,15,0.0
Dera Ghazi Khan,362,frost,30,0.12
Dera Ghazi Khan,362,heat_stress,30,0.0
Dera Ghazi Khan,362,heavy_rain,30,0.0
Dera Ghazi Khan,362,frost,45,0.12
Dera Ghazi Khan,362,heat_stress,45,0.0
Dera Ghazi Khan,362,heavy_rain,45,0.0
Dera Ghazi Khan,362,frost,60,0.12
Dera Ghazi Khan,362,heat_stress,60,0.0
Dera Ghazi Khan,362,heavy_rain,60,0.0
Dera Ghazi Khan,362,frost,90,0.12
Dera Ghazi Khan,362,heat_stress,90,0.12
Dera Ghazi Khan,362,heavy_rain,90,0.0
Dera Ghazi Khan,363,frost,15,0.08
Dera Ghazi Khan,363,heat_stress,15,0.0
Dera Ghazi Khan,363,heavy_rain,15,0.0
Dera Ghazi Khan,363,frost,30,0.12
Dera Ghazi Khan,363,heat_stress,30,0.0
Dera Ghazi Khan,363,heavy_rain,30,0.0
Dera Ghazi Khan,363,frost,45,0.12
Dera Ghazi Khan,363,heat_stress,45,0.0
Dera Ghazi Khan,363,heavy_rain,45,0.0
Dera Ghazi Khan,363,frost,60,0.12
Dera Ghazi Khan,363,heat_stress,60,0.0
Dera Ghazi Khan,363,heavy_rain,60,0.0
Dera Ghazi Khan,363,frost,90,0.12
Dera Ghazi Khan,363,heat_stress,90,0.12
Dera Ghazi Khan,363,heavy_rain,90,0.0
Dera Ghazi Khan,364,frost,15,0.08
Dera Ghazi Khan,364,heat_stress,15,0.0
Dera Ghazi Khan,364,heavy_rain,15,0.0
Dera Ghazi Khan,364,frost,30,0.12
Dera Ghazi Khan,364,heat_stress,30,0.0
Dera Ghazi Khan,364,heavy_rain,30,0.0
Dera Ghazi Khan,364,frost,45,0.12
Dera Ghazi Khan,364,heat_stress,45,0.0
Dera Ghazi Khan,364,heavy_rain,45,0.0
Dera Ghazi Khan,364,frost,60,0.12
Dera Ghazi Khan,364,heat_stress,60,0.0
Dera Ghazi Khan,364,heavy_rain,60,0.0
Dera Ghazi Khan,364,frost,90,0.12
Dera Ghazi Khan,364,heat_stress,90,0.16
Dera Ghazi Khan,364,heavy_rain,90,0.0
Dera Ghazi Khan,365,frost,15,0.08
Dera Ghazi Khan,365,heat_stress,15,0.0
Dera Ghazi Khan,365,heavy_rain,15,0.0
Dera Ghazi Khan,365,frost,30,0.12
Dera Ghazi Khan,365,heat_stress,30,0.0
Dera Ghazi Khan,365,heavy_rain,30,0.0
Dera Ghazi Khan,365,frost,45,0.12
Dera Ghazi Khan,365,heat_stress,45,0.0
Dera Ghazi Khan,365,heavy_rain,45,0.0
Dera Ghazi Khan,365,frost,60,0.12
Dera Ghazi Khan,365,heat_stress,60,0.0
Dera Ghazi Khan,365,heavy_rain,60,0.0
Dera Ghazi Khan,365,frost,90,0.12
Dera Ghazi Khan,365,heat_stress,90,0.24
Dera Ghazi Khan,365,heavy_rain,90,0.0
Dera Ghazi Khan,366,frost,15,0.0
Dera Ghazi Khan,366,heat_stress,15,0.0
Dera Ghazi Khan,366,heavy_rain,15,0.0
Dera Ghazi Khan,366,frost,30,0.0
Dera Ghazi Khan,366,heat_stress,30,0.0
Dera Ghazi Khan,366,heavy_rain,30,0.0
Dera Ghazi Khan,366,frost,45,0.0
Dera Ghazi Khan,366,heat_stress,45,0.0
Dera Ghazi Khan,366,heavy_rain,45,0.0
Dera Ghazi Khan,366,frost,60,0.0
Dera Ghazi Khan,366,heat_stress,60,0.0
Dera Ghazi Khan,366,heavy_rain,60,0.0
Dera Ghazi Khan,366,frost,90,0.0
Dera Ghazi Khan,366,heat_stress,90,0.1667
Dera Ghazi Khan,366,heavy_rain,90,0.0
Faisalabad,1,frost,15,0.2222
Faisalabad,1,heat_stress,15,0.0
Faisalabad,1,heavy_rain,15,0.0
Faisalabad,1,frost,30,0.2593
Faisalabad,1,heat_stress,30,0.0
Faisalabad,1,heavy_rain,30,0.0
Faisalabad,1,frost,45,0.2593
Faisalabad,1,heat_stress,45,0.0
Faisalabad,1,heavy_rain,45,0.0741
Faisalabad,1,frost,60,0.2593
Faisalabad,1,heat_stress,60,0.0
Faisalabad,1,heavy_rain,60,0.0741
Faisalabad,1,frost,90,0.2593
Faisalabad,1,heat_stress,90,0.1852
Faisalabad,1,heavy_rain,90,0.1852
Faisalabad,2,frost,15,0.2
Faisalabad,2,heat_stress,15,0.0
Faisalabad,2,heavy_rain,15,0.0
Faisalabad,2,frost,30,0.24
Faisalabad,2,heat_stress,30,0.0
Faisalabad,2,heavy_rain,30,0.0
Faisalabad,2,frost,45,0.24
Faisalabad,2,heat_stress,45,0.0
Faisalabad,2,heavy_rain,45,0.08
Faisalabad,2,frost,60,0.24
Faisalabad,2,heat_stress,60,0.0
Faisalabad,2,heavy_rain,60,0.08
Faisalabad,2,frost,90,0.24
Faisalabad,2,heat_stress,90,0.2
Faisalabad,2,heavy_rain,90,0.2
Faisalabad,3,frost,15,0.2
Faisalabad,3,heat_stress,15,0.0
Faisalabad,3,heavy_rain,15,0.0
Faisalabad,3,frost,30,0.24
Faisalabad,3,heat_stress,30,0.0
Faisalabad,3,heavy_rain,30,0.0
Faisalabad,3,frost,45,0.24
Faisalabad,3,heat_stress,45,0.0
Faisalabad,3,heavy_rain,45,0.08
Faisalabad,3,frost,60,0.24
Faisalabad,3,heat_stress,60,0.0
Faisalabad,3,heavy_rain,60,0.08
Faisalabad,3,frost,90,0.24
Faisalabad,3,heat_stress,90,0.2
Faisalabad,3,heavy_rain,90,0.2
Faisalabad,4,frost,15,0.16
Faisalabad,4,heat_stress,15,0.0
Faisalabad,4,heavy_rain,15,0.0
Faisalabad,4,frost,30,0.2
Faisalabad,4,heat_stress,30,0.0
Faisalabad,4,heavy_rain,30,0.0
Faisalabad,4,frost,45,0.2
Faisalabad,4,heat_stress,45,0.0
Faisalabad,4,heavy_rain,45,0.08
Faisalabad,4,frost,60,0.2
Faisalabad,4,heat_stress,60,0.0
Faisalabad,4,heavy_rain,60,0.08
Faisalabad,4,frost,90,0.2
Faisalabad,4,heat_stress,90,0.24
Faisalabad,4,heavy_rain,90,0.2
Faisalabad,5,frost,15,0.16
Faisalabad,5,heat_stress,15,0.0
Faisalabad,5,heavy_rain,15,0.0
Faisalabad,5,frost,30,0.2
Faisalabad,5,heat_stress,30,0.0
Faisalabad,5,heavy_rain,30,0.0
Faisalabad,5,frost,45,0.2
Faisalabad,5,heat_stress,45,0.0
Faisalabad,5,heavy_rain,45,0.08
Faisalabad,5,frost,60,0.2
Faisalabad,5,heat_stress,60,0.0
Faisalabad,5,heavy_rain,60,0.08
Faisalabad,5,frost,90,0.2
Faisalabad,5,heat_stress,90,0.24
Faisalabad,5,heavy_rain,90,0.2
Faisalabad,6,frost,15,0.16
Faisalabad,6,heat_stress,15,0.0
Faisalabad,6,heavy_rain,15,0.0
Faisalabad,6,frost,30,0.2
Faisalabad,6,heat_stress,30,0.0
Faisalabad,6,heavy_rain,30,0.04
Faisalabad,6,frost,45,0.2
Faisalabad,6,heat_stress,45,0.0
Faisalabad,6,heavy_rain,45,0.08
Faisalabad,6,frost,60,0.2
Faisalabad,6,heat_stress,60,0.0
Faisalabad,6,heavy_rain,60,0.08
Faisalabad,6,frost,90,0.2
Faisalabad,6,heat_stress,90,0.28
Faisalabad,6,heavy_rain,90,0.2
Faisalabad,7,frost,15,0.16
Faisalabad,7,heat_stress,15,0.0
Faisalabad,7,heavy_rain,15,0.0
Faisalabad,7,frost,30,0.2
Faisalabad,7,heat_stress,30,0.0
Faisalabad,7,heavy_rain,30,0.04
Faisalabad,7,frost,45,0.2
Faisalabad,7,heat_stress,45,0.0
Faisalabad,7,heavy_rain,45,0.08
Faisalabad,7,frost,60,0.2
Faisalabad,7,heat_stress,60,0.0
Faisalabad,7,heavy_rain,60,0.08
Faisalabad,7,frost,90,0.2
Faisalabad,7,heat_stress,90,0.28
Faisalabad,7,heavy_rain,90,0.2
Faisalabad,8,frost,15,0.12
Faisalabad,8,heat_stress,15,0.0
Faisalabad,8,heavy_rain,15,0.0
Faisalabad,8,frost,30,0.16
Faisalabad,8,heat_stress,30,0.0
Faisalabad,8,heavy_rain,30,0.04
Faisalabad,8,frost,45,0.16
Faisalabad,8,heat_stress,45,0.0
Faisalabad,8,heavy_rain,45,0.08
Faisalabad,8,frost,60,0.16
Faisalabad,8,heat_stress,60,0.0
Faisalabad,8,heavy_rain,60,0.08
Faisalabad,8,frost,90,0.16
Faisalabad,8,heat_stress,90,0.4
Faisalabad,8,heavy_rain,90,0.2
Faisalabad,9,frost,15,0.16
Faisalabad,9,heat_stress,15,0.0
Faisalabad,9,heavy_rain,15,0.0
Faisalabad,9,frost,30,0.16
Faisalabad,9,heat_stress,30,0.0
Faisalabad,9,heavy_rain,30,0.04
Faisalabad,9,frost,45,0.16
Faisalabad,9,heat_stress,45,0.0
Faisalabad,9,heavy_rain,45,0.08
Faisalabad,9,frost,60,0.16
Faisalabad,9,heat_stress,60,0.0
Faisalabad,9,heavy_rain,60,0.08
Faisalabad,9,frost,90,0.16
Faisalabad,9,heat_stress,90,0.4
Faisalabad,9,heavy_rain,90,0.2
Faisalabad,10,frost,15,0.12
Faisalabad,10,heat_stress,15,0.0
Faisalabad,10,heavy_rain,15,0.0
Faisalabad,10,frost,30,0.12
Faisalabad,10,heat_stress,30,0.0
Faisalabad,10,heavy_rain,30,0.04
Faisalabad,10,frost,45,0.12
Faisalabad,10,heat_stress,45,0.0
Faisalabad,10,heavy_rain,45,0.08
Faisalabad,10,frost,60,0.12
Faisalabad,10,heat_stress,60,0.0
Faisalabad,10,heavy_rain,60,0.08
Faisalabad,10,frost,90,0.12
Faisalabad,10,heat_stress,90,0.4
Faisalabad,10,heavy_rain,90,0.2
Faisalabad,11,frost,15,0.12
Faisalabad,11,heat_stress,15,0.0
Faisalabad,11,heavy_rain,15,0.0
Faisalabad,11,frost,30,0.12
Faisalabad,11,heat_stress,30,0.0
Faisalabad,11,heavy_rain,30,0.04
Faisalabad,11,frost,45,0.12
Faisalabad,11,heat_stress,45,0.0
Faisalabad,11,heavy_rain,45,0.08
Faisalabad,11,frost,60,0.12
Faisalabad,11,heat_stress,60,0.0
Faisalabad,11,heavy_rain,60,0.08
Faisalabad,11,frost,90,0.12
Faisalabad,11,heat_stress,90,0.48
Faisalabad,11,heavy_rain,90,0.2
Faisalabad,12,frost,15,0.12
Faisalabad,12,heat_stress,15,0.0
Faisalabad,12,heavy_rain,15,0.0
Faisalabad,12,frost,30,0.12
Faisalabad,12,heat_stress,30,0.0
Faisalabad,12,heavy_rain,30,0.04
Faisalabad,12,frost,45,0.12
Faisalabad,12,heat_stress,45,0.0
Faisalabad,12,heavy_rain,45,0.08
Faisalabad,12,frost,60,0.12
Faisalabad,12,heat_stress,60,0.0
Faisalabad,12,heavy_rain,60,0.08
Faisalabad,12,frost,90,0.12
Faisalabad,12,heat_stress,90,0.52
Faisalabad,12,heavy_rain,90,0.2
Faisalabad,13,frost,15,0.12
Faisalabad,13,heat_stress,15,0.0
Faisalabad,13,heavy_rain,15,0.0
Faisalabad,13,frost,30,0.12
Faisalabad,13,heat_stress,30,0.0
Faisalabad,13,heavy_rain,30,0.08
Faisalabad,13,frost,45,0.12
Faisalabad,13,heat_stress,45,0.0
Faisalabad,13,heavy_rain,45,0.08
Faisalabad,13,frost,60,0.12
Faisalabad,13,heat_stress,60,0.0
Faisalabad,13,heavy_rain,60,0.12
Faisalabad,13,frost,90,0.12
Faisalabad,13,heat_stress,90,0.52
Faisalabad,13,heavy_rain,90,0.2
Faisalabad,14,frost,15,0.12
Faisalabad,14,heat_stress,15,0.0
Faisalabad,14,heavy_rain,15,0.0
Faisalabad,14,frost,30,0.12
Faisalabad,14,heat_stress,30,0.0
Faisalabad,14,heavy_rain,30,0.08
Faisalabad,14,frost,45,0.12
Faisalabad,14,heat_stress,45,0.0
Faisalabad,14,heavy_rain,45,0.08
Faisalabad,14,frost,60,0.12
Faisalabad,14,heat_stress,60,0.0
Faisalabad,14,heavy_rain,60,0.12
Faisalabad,14,frost,90,0.12
Faisalabad,14,heat_stress,90,0.6
Faisalabad,14,heavy_rain,90,0.2
Faisalabad,15,frost,15,0.12
Faisalabad,15,heat_stress,15,0.0
Faisalabad,15,heavy_rain,15,0.0
Faisalabad,15,frost,30,0.12
Faisalabad,15,heat_stress,30,0.0
Faisalabad,15,heavy_rain,30,0.08
Faisalabad,15,frost,45,0.12
Faisalabad,15,heat_stress,45,0.0
Faisalabad,15,heavy_rain,45,0.08
Faisalabad,15,frost,60,0.12
Faisalabad,15,heat_stress,60,0.0
Faisalabad,15,heavy_rain,60,0.12
Faisalabad,15,frost,90,0.12
Faisalabad,15,heat_stress,90,0.6
Faisalabad,15,heavy_rain,90,0.2
Faisalabad,16,frost,15,0.12
Faisalabad,16,heat_stress,15,0.0
Faisalabad,16,heavy_rain,15,0.0
Faisalabad,16,frost,30,0.12
Faisalabad,16,heat_stress,30,0.0
Faisalabad,16,heavy_rain,30,0.08
Faisalabad,16,frost,45,0.12
Faisalabad,16,heat_stress,45,0.0
Faisalabad,16,heavy_rain,45,0.08
Faisalabad,16,frost,60,0.12
Faisalabad,16,heat_stress,60,0.08
Faisalabad,16,heavy_rain,60,0.12
Faisalabad,16,frost,90,0.12
Faisalabad,16,heat_stress,90,0.6
Faisalabad,16,heavy_rain,90,0.2
Faisalabad,17,frost,15,0.04
Faisalabad,17,heat_stress,15,0.0
Faisalabad,17,heavy_rain,15,0.0
Faisalabad,17,frost,30,0.04
Faisalabad,17,heat_stress,30,0.0
Faisalabad,17,heavy_rain,30,0.08
Faisalabad,17,frost,45,0.04
Faisalabad,17,heat_stress,45,0.0
Faisalabad,17,heavy_rain,45,0.08
Faisalabad,17,frost,60,0.04
Faisalabad,17,heat_stress,60,0.08
Faisalabad,17,heavy_rain,60,0.12
Faisalabad,17,frost,90,0.04
Faisalabad,17,heat_stress,90,0.64
Faisalabad,17,heavy_rain,90,0.2
Faisalabad,18,frost,15,0.04
Faisalabad,18,heat_stress,15,0.0
Faisalabad,18,heavy_rain,15,0.0
Faisalabad,18,frost,30,0.04
Faisalabad,18,heat_stress,30,0.0
Faisalabad,18,heavy_rain,30,0.08
Faisalabad,18,frost,45,0.04
Faisalabad,18,heat_stress,45,0.0
Faisalabad,18,heavy_rain,45,0.08
Faisalabad,18,frost,60,0.04
Faisalabad,18,heat_stress,60,0.08
Faisalabad,18,heavy_rain,60,0.12
Faisalabad,18,frost,90,0.04
Faisalabad,18,heat_stress,90,0.64
Faisalabad,18,heavy_rain,90,0.2
Faisalabad,19,frost,15,0.04
Faisalabad,19,heat_stress,15,0.0
Faisalabad,19,heavy_rain,15,0.0
Faisalabad,19,frost,30,0.04
Faisalabad,19,heat_stress,30,0.0
Faisalabad,19,heavy_rain,30,0.08
Faisalabad,19,frost,45,0.04
Faisalabad,19,heat_stress,45,0.0
Faisalabad,19,heavy_rain,45,0.08
Faisalabad,19,frost,60,0.04
Faisalabad,19,heat_stress,60,0.08
Faisalabad,19,heavy_rain,60,0.12
Faisalabad,19,frost,90,0.04
Faisalabad,19,heat_stress,90,0.64
Faisalabad,19,heavy_rain,90,0.2
Faisalabad,20,frost,15,0.04
Faisalabad,20,heat_stress,15,0.0
Faisalabad,20,heavy_rain,15,0.0
Faisalabad,20,frost,30,0.04
Faisalabad,20,heat_stress,30,0.0
Faisalabad,20,heavy_rain,30,0.08
Faisalabad,20,frost,45,0.04
Faisalabad,20,heat_stress,45,0.0
Faisalabad,20,heavy_rain,45,0.08
Faisalabad,20,frost,60,0.04
Faisalabad,20,heat_stress,60,0.08
Faisalabad,20,heavy_rain,60,0.12
Faisalabad,20,frost,90,0.04
Faisalabad,20,heat_stress,90,0.68
Faisalabad,20,heavy_rain,90,0.2
Faisalabad,21,frost,15,0.04
Faisalabad,21,heat_stress,15,0.0
Faisalabad,21,heavy_rain,15,0.04
Faisalabad,21,frost,30,0.04
Faisalabad,21,heat_stress,30,0.0
Faisalabad,21,heavy_rain,30,0.08
Faisalabad,21,frost,45,0.04
Faisalabad,21,heat_stress,45,0.0
Faisalabad,21,heavy_rain,45,0.08
Faisalabad,21,frost,60,0.04
Faisalabad,21,heat_stress,60,0.08
Faisalabad,21,heavy_rain,60,0.12
Faisalabad,21,frost,90,0.04
Faisalabad,21,heat_stress,90,0.76
Faisalabad,21,heavy_rain,90,0.2
Faisalabad,22,frost,15,0.04
Faisalabad,22,heat_stress,15,0.0
Faisalabad,22,heavy_rain,15,0.04
Faisalabad,22,frost,30,0.04
Faisalabad,22,heat_stress,30,0.0
Faisalabad,22,heavy_rain,30,0.08
Faisalabad,22,frost,45,0.04
Faisalabad,22,heat_stress,45,0.0
Faisalabad,22,heavy_rain,45,0.08
Faisalabad,22,frost,60,0.04
Faisalabad,22,heat_stress,60,0.12
Faisalabad,22,heavy_rain,60,0.12
Faisalabad,22,frost,90,0.04
